500,167,1513,1346,5.225024223327637,60,1917.6944587672378
10,37,41,4,0.011968851089477539,60,185481.46212226848
20,65,73,8,0.019980430603027344,60,195190.9884969691
30,88,102,14,0.03392457962036133,60,155639.3641155387
40,101,133,32,0.05285811424255371,60,114646.54172473986
50,113,162,49,0.08973050117492676,60,75559.59134545126
60,121,193,72,0.1496295928955078,60,48519.81389182781
70,126,223,97,0.13863182067871094,60,54532.93452389142
80,126,253,127,0.16854596138000488,60,44854.234050468716
90,133,283,150,0.2264244556427002,60,35243.542829103724
100,135,313,178,0.23633861541748047,60,34272.85882034872
110,134,343,209,0.29421234130859375,60,27327.20172185774
120,128,373,245,0.33614015579223633,60,22847.6124249401
130,137,402,265,0.3949141502380371,60,20814.650462753336
140,140,433,293,0.4148905277252197,60,20246.304600049305
150,143,463,320,0.49071598052978516,60,17484.655769182184
160,145,494,349,0.5555455684661865,60,15660.281521135972
170,146,523,377,0.6003851890563965,60,14590.633079686348
180,153,553,400,0.6612317562103271,60,13883.18076647243
190,146,583,437,0.7619898319244385,60,11496.21639684645
200,153,614,461,0.7818713188171387,60,11741.062472899055
210,156,643,487,1.1598992347717285,60,8069.666501540605
220,157,673,516,1.0282461643218994,60,9161.23038126015
230,155,703,548,1.0422134399414062,60,8923.316130449106
240,153,733,580,1.0970618724822998,60,8367.80516237302
250,151,763,612,1.4351942539215088,60,6312.734304255021
260,158,793,635,1.5338976383209229,60,6180.334178216258
270,155,823,668,1.7472927570343018,60,5322.5196307600945
280,154,852,698,1.6246509552001953,60,5687.37547620585
290,157,883,726,1.5837666988372803,60,5947.845731897051
300,159,913,754,1.6915063858032227,60,5639.943236436479
310,154,943,789,1.760296106338501,60,5249.116876830249
320,159,973,814,1.8959236145019531,60,5031.848291264675
330,159,1003,844,2.000676393508911,60,4768.3873468753
340,160,1033,873,2.1522419452667236,60,4460.465061148267
350,160,1063,903,2.2339868545532227,60,4297.249995197449
360,160,1093,933,2.6878087520599365,60,3571.6826923204862
370,158,1123,965,2.743628740310669,60,3455.2779903182354
380,156,1153,997,2.6848158836364746,60,3486.2725809422204
390,158,1183,1025,2.8184635639190674,60,3363.534700735347
400,160,1213,1053,2.9660940170288086,60,3236.5798066025222
410,161,1243,1082,3.041865348815918,60,3175.68297484314
420,157,1273,1116,3.204393148422241,60,2939.7141872676143
430,164,1304,1140,3.7539868354797363,60,2621.213241080135
440,159,1334,1175,3.485673427581787,60,2736.9173269391586
450,165,1363,1198,3.588402509689331,60,2758.887826342843
460,159,1393,1234,3.785865068435669,60,2519.8996339143055
470,158,1423,1265,4.01123833656311,60,2363.3599413897223
480,159,1453,1294,4.192774295806885,60,2275.3430847782042
490,162,1483,1321,4.256617307662964,60,2283.5033777881786
500,168,1514,1346,4.4839677810668945,60,2248.0090161579196
